FLOAT, THIN, spread, \n cores,size,time in seconds,GFLOPS
2000,0.351891,45.468615
2000,0.016209,987.131751
2000,0.015324,1044.132342
2000,0.015837,1010.279276
2000,0.015607,1025.159792
3000,0.039747,1358.585616
3000,0.040128,1345.707932
3000,0.039755,1358.326508
3000,0.040196,1343.417289
3000,0.039701,1360.154471
4000,0.085584,1495.613314
4000,0.085909,1489.945510
4000,0.086422,1481.097219
4000,0.086431,1480.953189
4000,0.085761,1492.524104
5000,0.167199,1495.228671
5000,0.167528,1492.284569
5000,0.167026,1496.768486
5000,0.167199,1495.222751
5000,0.167296,1494.358754
6000,0.277361,1557.537131
6000,0.276734,1561.065771
6000,0.277118,1558.904804
6000,0.277903,1554.501134
6000,0.277690,1555.693526
7000,0.430979,1591.726224
7000,0.431384,1590.229884
7000,0.431426,1590.075349
7000,0.431899,1588.335729
7000,0.431431,1590.055653
8000,0.633348,1616.803938
8000,0.633839,1615.552298
8000,0.632145,1619.880720
8000,0.633694,1615.922362
8000,0.633140,1617.335333
9000,0.902462,1615.581304
9000,0.902531,1615.456797
9000,0.902514,1615.487085
9000,0.902177,1616.091635
9000,0.901200,1617.842307
10000,1.244463,1607.119400
10000,1.244153,1607.519175
10000,1.244233,1607.416039
10000,1.243188,1608.767091
10000,1.243940,1607.794122
11000,1.637140,1626.006501
11000,1.642169,1621.026652
11000,1.638063,1625.090038
11000,1.638898,1624.261972
11000,1.639091,1624.071242
12000,2.143451,1612.353247
12000,2.140042,1614.921277
12000,2.139455,1615.364846
12000,2.145348,1610.927211
12000,2.143951,1611.976844
13000,2.711406,1620.561280
13000,2.711148,1620.715931
13000,2.710397,1621.164484
13000,2.710236,1621.260999
13000,2.713026,1619.593983
14000,3.349564,1638.422431
14000,3.351890,1637.285146
14000,3.353010,1636.738121
14000,3.350906,1637.765954
14000,3.357564,1634.518209
15000,4.178851,1615.276604
15000,4.175299,1616.650588
15000,4.173699,1617.270623
15000,4.174269,1617.049496
15000,4.171925,1617.958140
16000,5.020252,1631.790447
16000,5.020689,1631.648611
16000,5.022943,1630.916520
16000,5.021320,1631.443478
16000,5.021740,1631.307130
17000,6.047328,1624.849911
17000,6.034681,1628.255118
17000,6.041181,1626.503077
17000,6.035234,1628.105908
17000,6.048339,1624.578186
18000,7.139746,1633.671536
18000,7.153932,1630.432024
18000,7.137789,1634.119439
18000,7.145892,1632.266439
18000,7.142642,1633.009164
19000,8.460968,1621.327540
19000,8.458173,1621.863212
19000,8.459304,1621.646397
19000,8.455575,1622.361664
19000,8.399225,1633.245899
20000,9.865970,1621.736084
20000,9.859002,1622.882394
20000,9.859553,1622.791654
20000,9.857410,1623.144460
20000,9.862710,1622.272179
