FLOAT, THIN, spread, \n cores,size,time in seconds,GFLOPS
2000,0.141990,112.683670
2000,0.013104,1220.997214
2000,0.013342,1199.212597
2000,0.013677,1169.852406
2000,0.013217,1210.559224
3000,0.038379,1407.036291
3000,0.037966,1422.313213
3000,0.037467,1441.285242
3000,0.037825,1427.637195
3000,0.038711,1394.945529
4000,0.083150,1539.379134
4000,0.083376,1535.210104
4000,0.083667,1529.875224
4000,0.082724,1547.308872
4000,0.083604,1531.024605
5000,0.163734,1526.864146
5000,0.164419,1520.504280
5000,0.164778,1517.195739
5000,0.164541,1519.376727
5000,0.163928,1525.062564
6000,0.276989,1559.627168
6000,0.276626,1561.673304
6000,0.277518,1556.653625
6000,0.276367,1563.138887
6000,0.276701,1561.252218
7000,0.429528,1597.102623
7000,0.428974,1599.165458
7000,0.429912,1595.674607
7000,0.429292,1597.978083
7000,0.429611,1596.793854
8000,0.629653,1626.293618
8000,0.628996,1627.991089
8000,0.634631,1613.535938
8000,0.629083,1627.766228
8000,0.629894,1625.671306
9000,0.888620,1640.746468
9000,0.888930,1640.173677
9000,0.890053,1638.104537
9000,0.888630,1640.728240
9000,0.888435,1641.088476
10000,1.260694,1586.428072
10000,1.257617,1590.309461
10000,1.255442,1593.064016
10000,1.260170,1587.086988
10000,1.259435,1588.013627
11000,1.655429,1608.041904
11000,1.653511,1609.907398
11000,1.653675,1609.747971
11000,1.654837,1608.618028
11000,1.655038,1608.422072
12000,2.132927,1620.308524
12000,2.135463,1618.384271
12000,2.135318,1618.494086
12000,2.133373,1619.970244
12000,2.133811,1619.637632
13000,2.698227,1628.476905
13000,2.696245,1629.673702
13000,2.698269,1628.451335
13000,2.696719,1629.387317
13000,2.697764,1628.756340
14000,3.348815,1638.788498
14000,3.377310,1624.961886
14000,3.379234,1624.036462
14000,3.403277,1612.563641
14000,3.354003,1636.253523
15000,4.168823,1619.162110
15000,4.139915,1630.468274
15000,4.139140,1630.773501
15000,4.135879,1632.059352
15000,4.138077,1631.192291
16000,5.029540,1628.777237
16000,5.031596,1628.111752
16000,5.027703,1629.372415
16000,5.029656,1628.739592
16000,5.030022,1628.621044
17000,6.057576,1622.101085
17000,6.061030,1621.176730
17000,6.072416,1618.136905
17000,6.095541,1611.998002
17000,6.023215,1631.354815
18000,7.145218,1632.420486
18000,7.149979,1631.333421
18000,7.146405,1632.149324
18000,7.147340,1631.935686
18000,7.149119,1631.529727
19000,8.384480,1636.118227
19000,8.347785,1643.310095
19000,8.383013,1636.404524
19000,8.381593,1636.681801
19000,8.384413,1636.131280
20000,9.810415,1630.919789
20000,9.791813,1634.018081
20000,9.787958,1634.661624
20000,9.786500,1634.905267
20000,9.794734,1633.530886
